rank,game_title,platform,year,genre,publisher,developer,north_america,europe,japan,rest_of_world,global,review,critic_score,user_score,url
1017,Triple Play 99,PS,,Sports,N/A,Treyarch,0.81,0.55,0,0.1,1.46,69.72,,,http://www.vgchartz.com/game/62655/triple-play-99/?region=All
1018,Devil May Cry 4,PS3,2008,Action,Capcom,Capcom,0.55,0.39,0.34,0.19,1.46,84.13,8.2,8.2,http://www.vgchartz.com/game/7683/devil-may-cry-4/?region=All
1019,Super Monkey Ball,GC,2001,Puzzle,Atari,Amusement Vision,0.95,0.37,0.1,0.04,1.46,83,9,,http://www.vgchartz.com/game/2282/super-monkey-ball/?region=All
1020,Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,Zoe Mode,1.06,0.27,0,0.13,1.46,48,6.8,,http://www.vgchartz.com/game/34273/disney-sing-it-pop-hits/?region=All
1021,Mortal Kombat 4,PS,1998,Fighting,GT Interactive,Eurocom Entertainment Software,0.81,0.55,0,0.1,1.46,81,,,http://www.vgchartz.com/game/5382/mortal-kombat-4/?region=All
1022,Mario Superstar Baseball,GC,2005,Sports,Nintendo,Namco / NOW Production,0.93,0.24,0.25,0.04,1.46,76.62,7.2,,http://www.vgchartz.com/game/1264/mario-superstar-baseball/?region=All
1023,WCW vs the World,PS,1998,Fighting,THQ,Aki Corp.,1.17,0.2,0.04,0.05,1.46,74.1,,,http://www.vgchartz.com/game/6526/wcw-vs-the-world/?region=All
1024,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,Capcom,0.37,0.47,0.54,0.07,1.45,88,,,http://www.vgchartz.com/game/3956/onimusha-3-demon-siege/?region=All
1025,Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,Rockstar San Diego,0.71,0.55,0,0.19,1.45,82,,,http://www.vgchartz.com/game/5625/red-dead-revolver/?region=All
1026,Resident Evil Outbreak,PS2,2003,Action,Capcom,Capcom Production Studio 1,0.54,0.35,0.46,0.1,1.45,77,7.1,,http://www.vgchartz.com/game/4165/resident-evil-outbreak/?region=All
1027,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,Tom Create,0,0,1.44,0.01,1.45,54,,,http://www.vgchartz.com/game/3333/tamagotchi/?region=All
1028,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,Mass Media,1.24,0.17,0.03,0.01,1.45,77,,,http://www.vgchartz.com/game/1473/namco-museum-64/?region=All
1029,Sonic Colors,Wii,2010,Platform,Sega,Sonic Team,0.77,0.52,0.01,0.15,1.45,84,7.7,,http://www.vgchartz.com/game/45319/sonic-colors/?region=All
1030,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,From Software,0.5,0.29,0.52,0.14,1.45,88.48,9,,http://www.vgchartz.com/game/47349/dark-souls/?region=All
1031,Call of Duty: Black Ops,PC,,Shooter,Activision,Treyarch,0.53,0.7,0,0.22,1.44,78.1,8.8,,http://www.vgchartz.com/game/44952/call-of-duty-black-ops/?region=All
1032,Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ,Altron,0.96,0.34,0,0.13,1.44,72,,,http://www.vgchartz.com/game/24982/drawn-to-life-spongebob-squarepants-edition/?region=All
1033,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,SCEE London Studio,0.04,1.08,0,0.32,1.44,77,,,http://www.vgchartz.com/game/12722/singstar-pop/?region=All
1034,Kirby Super Star,SNES,1996,Platform,Nintendo,HAL Laboratory,0.26,0.07,1.09,0.02,1.44,91,,,http://www.vgchartz.com/game/3615/kirby-super-star/?region=All
1035,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,EA Redwood Shores,1.03,0.32,0,0.09,1.44,87.08,,,http://www.vgchartz.com/game/5868/tiger-woods-pga-tour-2005/?region=All
1036,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,EA Tiburon,1.16,0.08,0,0.19,1.44,91.36,,,http://www.vgchartz.com/game/5471/ncaa-football-2003/?region=All
1037,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,Blitz Games,0.8,0.54,0,0.09,1.43,73,,,http://www.vgchartz.com/game/5134/frogger-2-swampys-revenge/?region=All
1038,Disney's DuckTales,GB,1988,Platform,Capcom,Capcom,0.82,0.23,0.35,0.03,1.43,75,,,http://www.vgchartz.com/game/6248/disneys-ducktales/?region=All
1039,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,Nintendo EAD,0,0,1.39,0.03,1.43,80.2,8.3,,http://www.vgchartz.com/game/3242/classic-nes-series-super-mario-bros/?region=All
1040,Triple Play 2000,PS,1999,Sports,Electronic Arts,Treyarch,0.79,0.54,0,0.09,1.43,88.07,,,http://www.vgchartz.com/game/2533/triple-play-2000/?region=All
1041,Wall-E,DS,2008,Platform,THQ,Heavy Iron Studios,0.44,0.81,0,0.17,1.43,56.19,,,http://www.vgchartz.com/game/17016/wall-e/?region=All
1042,Rock Band 2,PS3,2008,Misc,MTV Games,Harmonix Music Systems,1.09,0.18,0,0.15,1.43,91.5,9.2,,http://www.vgchartz.com/game/24279/rock-band-2/?region=All
1043,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,EA Canada,0.89,0.35,0,0.19,1.43,88,8.6,,http://www.vgchartz.com/game/21869/fight-night-round-4/?region=All
1044,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,EA Chicago,1.3,0.01,0.01,0.1,1.42,85.35,,,http://www.vgchartz.com/game/5107/fight-night-round-3/?region=All
1045,NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,EA Canada,1.35,0.05,0,0.02,1.42,76.78,,,http://www.vgchartz.com/game/5444/nba-live-06-weekly-american-sales/?region=All
1046,Disney Fairies: Tinker Bell,DS,2008,Adventure,Disney Interactive Studios,Hyde,0.78,0.49,0.01,0.14,1.42,85,,,http://www.vgchartz.com/game/25981/disney-fairies-tinker-bell/?region=All
1047,The Legend of Zelda: The Minish Cap,GBA,2004,Adventure,Nintendo,Flagship,0.89,0.22,0.22,0.1,1.42,90.36,8.9,,http://www.vgchartz.com/game/4572/the-legend-of-zelda-the-minish-cap/?region=All
1048,NFL Street,PS2,2004,Sports,Electronic Arts,EA Tiburon,1.15,0.08,0,0.19,1.42,82,,,http://www.vgchartz.com/game/5515/nfl-street/?region=All
1049,Super Metroid,SNES,1994,Adventure,Nintendo,Intelligent Systems,0.57,0.12,0.71,0.02,1.42,94,8,,http://www.vgchartz.com/game/4442/super-metroid/?region=All
1050,Resident Evil,GC,2002,Action,Capcom,Capcom,0.63,0.38,0.35,0.05,1.42,89.75,8.6,,http://www.vgchartz.com/game/4156/resident-evil/?region=All
1051,Just Cause 2,X360,2010,Action,Square Enix,Avalanche Studios,0.5,0.74,0.02,0.16,1.41,82.63,8.2,,http://www.vgchartz.com/game/24233/just-cause-2/?region=All
1052,LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,Traveller's Tales,1.09,0.28,0,0.04,1.41,84,7.9,,http://www.vgchartz.com/game/5264/lego-star-wars-the-video-game/?region=All
1053,My Word Coach,DS,2007,Misc,Ubisoft,Ubisoft Montreal,0.35,0.89,0,0.17,1.41,69,,,http://www.vgchartz.com/game/12567/my-word-coach/?region=All
1054,The Lion King,GEN,1994,Platform,Virgin Interactive,Westwood Studios,0.97,0.37,0.03,0.05,1.41,85,,,http://www.vgchartz.com/game/6477/the-lion-king/?region=All
1055,Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,EA Sports,1.02,0.34,0,0.05,1.41,79.33,,,http://www.vgchartz.com/game/5252/knockout-kings-2000/?region=All
1056,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,Incognito Inc.,1.19,0.17,0,0.05,1.41,88.52,8.9,,http://www.vgchartz.com/game/6517/twisted-metal-black/?region=All
1057,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,EA Tiburon,0.69,0.54,0,0.18,1.41,87,,,http://www.vgchartz.com/game/5421/nascar-2005-chase-for-the-cup/?region=All
1058,Spider-Man: The Movie,XB,2002,Action,Activision,Treyarch,1.07,0.28,0,0.05,1.4,78.17,8.2,,http://www.vgchartz.com/game/5728/spider-man-the-movie/?region=All
1059,Football Manager 2012,PC,2011,Sports,Sega,Sega,0.02,1.11,0,0.28,1.4,81,8.5,,http://www.vgchartz.com/game/57526/football-manager-2012/?region=All
1060,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,Sega,0.75,0.47,0.03,0.15,1.4,73,6.5,7,http://www.vgchartz.com/game/12811/the-house-of-the-dead-2-amp-3-return/?region=All
1061,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,EA Vancouver,0.38,0.81,0.03,0.19,1.4,75,5.9,,http://www.vgchartz.com/game/25731/need-for-speed-undercover/?region=All
1062,Sonic Advance 3,GBA,2004,Platform,Sega,Dimps Corporation / Sonic Team,0.74,0.52,0.08,0.06,1.4,85,,,http://www.vgchartz.com/game/6425/sonic-advance-3/?region=All
1063,Final Fantasy III,NES,1990,Role-Playing,Square,SquareSoft,0,0,1.39,0.01,1.4,82,9.1,,http://www.vgchartz.com/game/3320/final-fantasy-iii/?region=All
1064,007: Quantum of Solace,X360,2008,Action,Activision,Treyarch,0.79,0.46,0.01,0.14,1.4,68.73,6.6,,http://www.vgchartz.com/game/21876/007-quantum-of-solace/?region=All
1065,Paper Mario: Sticker Star,3DS,2012,Action,Nintendo,Intelligent Systems,0.61,0.19,0.53,0.07,1.4,76.12,,,http://www.vgchartz.com/game/70588/paper-mario-sticker-star/?region=All
1066,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,Yuke's Media Creations,0.9,0.36,0,0.13,1.4,75,,,http://www.vgchartz.com/game/12782/wwe-smackdown-vs-raw-2008/?region=All
1067,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,Codemasters,0.03,1.05,0.02,0.3,1.4,86.01,,,http://www.vgchartz.com/game/4968/colin-mcrae-rally-3/?region=All
1068,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,EA Tiburon,0.8,0.46,0,0.14,1.4,81.21,,,http://www.vgchartz.com/game/23329/tiger-woods-pga-tour-09-all-play/?region=All
1069,Portal 2,PS3,2011,Shooter,Valve,Valve Software,0.72,0.45,0.02,0.21,1.4,91,9.7,,http://www.vgchartz.com/game/43865/portal-2/?region=All
1070,Madden NFL 2002,PS,2001,Sports,Electronic Arts,EA Sports,0.78,0.53,0,0.09,1.39,77,,,http://www.vgchartz.com/game/6321/madden-nfl-2002/?region=All
1071,Smarty Pants,Wii,2007,Misc,Electronic Arts,EA Los Angeles,0.5,0.73,0,0.16,1.39,65,6.5,,http://www.vgchartz.com/game/12884/smarty-pants/?region=All
1072,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,EA Digital Illusions CE,0.78,0.42,0.04,0.14,1.39,83.76,8.6,,http://www.vgchartz.com/game/14537/battlefield-bad-company/?region=All
1073,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,Iguana Entertainment,1.19,0.16,0,0.03,1.39,84,,,http://www.vgchartz.com/game/6364/nba-jam/?region=All
1074,Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,Omega Force,0.24,0.18,0.91,0.06,1.39,70.47,,,http://www.vgchartz.com/game/3195/dynasty-warriors-5/?region=All
1075,Call of Duty 3,PS3,2006,Shooter,Activision,Treyarch,0.54,0.58,0.03,0.24,1.39,81.23,8,8.4,http://www.vgchartz.com/game/2966/call-of-duty-3/?region=All
1076,Hitman: Absolution,X360,2012,Action,Square Enix,IO Interactive,0.54,0.68,0.01,0.15,1.39,79.39,,,http://www.vgchartz.com/game/50956/hitman-absolution/?region=All
1077,Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,EA Bright Light,0.95,0.3,0,0.13,1.39,66,,,http://www.vgchartz.com/game/22962/hasbro-family-game-night/?region=All
1078,Kinectimals,X360,2010,Simulation,Microsoft Game Studios,Frontier Studio,0.86,0.38,0,0.13,1.38,67,7.5,,http://www.vgchartz.com/game/45606/kinectimals/?region=All
1079,True Crime: Streets of LA,XB,2003,Action,Activision,Luxoflux,0.96,0.37,0,0.05,1.38,78.78,,,http://www.vgchartz.com/game/5948/true-crime-streets-of-la/?region=All
1080,Homefront,X360,2011,Shooter,THQ,Kaos Studios,0.77,0.45,0.02,0.14,1.38,71.7,6.7,,http://www.vgchartz.com/game/34846/homefront/?region=All
1081,Paper Mario,N64,2000,Role-Playing,Nintendo,Intelligent Systems,0.58,0.18,0.59,0.02,1.38,92,9.1,,http://www.vgchartz.com/game/1713/paper-mario/?region=All
1082,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,n-Space,0.77,0.54,0,0.07,1.38,79,,,http://www.vgchartz.com/game/601/duke-nukem-time-to-kill/?region=All
1083,Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,Avalanche Software,0.87,0.38,0,0.13,1.38,58,,,http://www.vgchartz.com/game/12745/hannah-montana-spotlight-world-tour/?region=All
1084,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",0.67,0.53,0,0.18,1.38,80.07,,,http://www.vgchartz.com/game/472/dave-mirra-freestyle-bmx-2/?region=All
1085,LEGO Indiana Jones: The Original Adventures,PS2,2008,Adventure,LucasArts,Traveller's Tales,0.6,0.61,0,0.16,1.37,85,7.5,,http://www.vgchartz.com/game/15206/lego-indiana-jones-the-original-adventures/?region=All
1086,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,"Livesay Technologies, Inc.",0.76,0.52,0,0.09,1.37,52.33,3.8,,http://www.vgchartz.com/game/36265/a-collection-of-activision-classic-games-for-the-atari-2600/?region=All
1087,Ridge Racer,PSP,2004,Racing,Namco Bandai Games,Namco,0.36,0.43,0.32,0.27,1.37,49,8.8,,http://www.vgchartz.com/game/1905/ridge-racer/?region=All
1088,BioShock 2,PS3,2010,Shooter,Take-Two Interactive,2K Marin,0.75,0.41,0.02,0.19,1.37,87.05,8.6,,http://www.vgchartz.com/game/28002/bioshock-2/?region=All
1089,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,Obsidian Entertainment,0.99,0.33,0,0.05,1.37,91,,,http://www.vgchartz.com/game/7467/star-wars-knights-of-the-old-republic-ii-the-sith-lords/?region=All
1090,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,HAL Laboratory,0,0,1.37,0,1.37,73,,,http://www.vgchartz.com/game/4032/pocket-monsters-stadium/?region=All
1091,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,Firaxis Games,0.69,0.49,0,0.18,1.37,81,8.9,,http://www.vgchartz.com/game/43507/sid-meiers-civilization-v/?region=All
1092,Sonic Classic Collection,DS,2010,Platform,Sega,Sonic Team,0.65,0.57,0,0.15,1.37,82,7.5,,http://www.vgchartz.com/game/40848/sonic-classic-collection/?region=All
1093,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,Red Storm Entertainment,0.86,0.45,0,0.06,1.36,82.69,,,http://www.vgchartz.com/game/2454/tom-clancys-ghost-recon-2/?region=All
1094,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,Gearbox Software,0.66,0.43,0.07,0.2,1.36,83.98,,,http://www.vgchartz.com/game/55597/borderlands-2/?region=All
1095,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,SCEE London Studio,0.23,0.92,0,0.21,1.36,71,,,http://www.vgchartz.com/game/26761/singstar-abba/?region=All
1096,Dead to Rights,PS2,2002,Shooter,Electronic Arts,Namco,0.67,0.52,0,0.17,1.36,73.53,,,http://www.vgchartz.com/game/5005/dead-to-rights/?region=All
1097,Sonic Rivals,PSP,2006,Racing,Sega,Backbone Entertainment,0.72,0.38,0,0.26,1.36,76,7,,http://www.vgchartz.com/game/2110/sonic-rivals/?region=All
1098,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,Traveller's Tales,0.82,0.41,0,0.13,1.36,77,7.5,,http://www.vgchartz.com/game/43295/lego-star-wars-iii-the-clone-wars/?region=All
1099,Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,TOSE Software,0.07,0.04,1.24,0.01,1.36,79.95,8.1,,http://www.vgchartz.com/game/42928/dragon-quest-monsters-joker-2/?region=All
1100,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,The Sims Studio,0.52,0.63,0,0.2,1.36,81.5,7.5,,http://www.vgchartz.com/game/48018/the-sims-3-late-night-expansion-pack/?region=All
1101,Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,Ubisoft Montpellier,1.2,0.03,0.02,0.11,1.36,81,7.5,,http://www.vgchartz.com/game/4149/rayman-raving-rabbids/?region=All
1102,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,Traveller's Tales,0.57,0.48,0,0.3,1.36,86,8.4,,http://www.vgchartz.com/game/5267/lego-star-wars-ii-the-original-trilogy/?region=All
1103,Madden NFL 98,PS,1997,Sports,Electronic Arts,EA Tiburon,1.29,0.03,0,0.03,1.35,88,,,http://www.vgchartz.com/game/6324/madden-nfl-98/?region=All
1104,Sega Genesis Collection,PSP,2006,Misc,Sega,Sega,0.52,0.52,0,0.32,1.35,81.13,8.3,,http://www.vgchartz.com/game/5678/sega-genesis-collection/?region=All
1105,Samurai Warriors,PS2,2004,Action,Electronic Arts,Omega Force,0.22,0.05,1.06,0.02,1.35,73.36,,,http://www.vgchartz.com/game/4236/samurai-warriors/?region=All
1106,The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,Radical Entertainment,0.7,0.58,0,0.07,1.35,80.24,7.7,,http://www.vgchartz.com/game/6419/the-simpsons-hit-amp-run/?region=All
1107,SoulCalibur IV,PS3,2008,Fighting,Ubisoft,Project Soul,0.67,0.36,0.14,0.18,1.35,85,8.3,,http://www.vgchartz.com/game/14145/soulcalibur-iv/?region=All
1108,SaGa Frontier,PS,1997,Role-Playing,Sony Computer Entertainment,SquareSoft,0.15,0.04,1.07,0.09,1.35,76,8,,http://www.vgchartz.com/game/1961/saga-frontier/?region=All
1109,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,SCEE London Studio,0,1.04,0,0.31,1.35,78,,,http://www.vgchartz.com/game/12721/singstar-party/?region=All
1110,Inazuma Eleven 2: Blizzard / Firestorm,DS,2009,Role-Playing,Level 5,Level 5,0,0.14,1.18,0.02,1.35,64,,,http://www.vgchartz.com/game/70540/inazuma-eleven-2-blizzard-firestorm/?region=All
1111,Test Drive,PS2,2002,Racing,Atari,Pitbull Syndicate,0.95,0.21,0.01,0.18,1.34,71,,,http://www.vgchartz.com/game/5818/test-drive/?region=All
1112,Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,0.97,0.25,0,0.12,1.34,83,7.9,,http://www.vgchartz.com/game/45195/super-scribblenauts/?region=All
1113,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,Square Enix / Think and Feel Inc.,0.31,0.4,0.54,0.09,1.34,79.67,8.2,,http://www.vgchartz.com/game/3330/final-fantasy-xii-revenant-wings/?region=All
1114,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,EA Canada,0.91,0.31,0,0.12,1.34,87.39,8.6,,http://www.vgchartz.com/game/21869/fight-night-round-4/?region=All
1115,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,Sculptured Software,1.03,0.27,0,0.04,1.34,84,,,http://www.vgchartz.com/game/6358/mortal-kombat-3/?region=All
1116,Doom 3,XB,2005,Shooter,Activision,Vicarious Visions,0.85,0.43,0,0.06,1.34,87.63,,,http://www.vgchartz.com/game/6234/doom-3/?region=All
1117,Dead Space 2,X360,2011,Shooter,Electronic Arts,Visceral Games,0.83,0.38,0,0.13,1.34,89.1,9.1,,http://www.vgchartz.com/game/36809/dead-space-2/?region=All
1118,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,Nintendo EAD Tokyo,0.84,0.22,0.24,0.04,1.34,82,7.9,,http://www.vgchartz.com/game/553/donkey-kong-jungle-beat/?region=All
1119,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,EA Black Box,1.22,0.05,0.05,0.01,1.34,83,7.9,,http://www.vgchartz.com/game/3908/need-for-speed-carbon/?region=All
1120,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,EA Canada,0.2,0.75,0,0.38,1.34,79,,,http://www.vgchartz.com/game/7616/fifa-soccer-08/?region=All
1121,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,Remedy Entertainment,0.65,0.51,0,0.17,1.34,88.49,6.8,,http://www.vgchartz.com/game/5334/max-payne-2-the-fall-of-max-payne/?region=All
1122,MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,EA Sports,1.1,0.06,0,0.18,1.34,88.89,,,http://www.vgchartz.com/game/5400/mvp-baseball-2004/?region=All
1123,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,EA Canada,0.31,0.88,0.01,0.14,1.34,82,,,http://www.vgchartz.com/game/7616/fifa-soccer-08/?region=All
1124,Spider-Man: The Movie,GBA,2002,Action,Activision,Treyarch,0.92,0.35,0.01,0.05,1.33,70,8.2,,http://www.vgchartz.com/game/5728/spider-man-the-movie/?region=All
1125,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,Iguana Entertainment,1.08,0.24,0,0.02,1.33,84.93,,,http://www.vgchartz.com/game/6535/wwf-war-zone/?region=All
1126,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,Neversoft Entertainment,0.9,0.38,0.01,0.05,1.33,56,9.6,,http://www.vgchartz.com/game/5930/tony-hawks-pro-skater/?region=All
1127,The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,Maxis,0.93,0.35,0,0.06,1.33,77.35,,,http://www.vgchartz.com/game/5852/the-sims-bustin-out/?region=All
1128,Triple Play 2001,PS,2000,Sports,Electronic Arts,Treyarch,0.74,0.5,0,0.09,1.33,81.2,,,http://www.vgchartz.com/game/2534/triple-play-2001/?region=All
1129,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,Retro Studios,0.87,0.35,0.07,0.04,1.33,92.05,9.2,,http://www.vgchartz.com/game/1340/metroid-prime-2-echoes/?region=All
1130,Corvette,PS2,2004,Racing,TDK Mediactive,Steel Monkeys,0.65,0.51,0,0.17,1.33,54,,,http://www.vgchartz.com/game/4985/corvette/?region=All
1131,UFC Undisputed 2010,PS3,2010,Fighting,THQ,Yuke's Future Media Creators,0.75,0.37,0.02,0.18,1.33,82,8.4,,http://www.vgchartz.com/game/41760/ufc-undisputed-2010/?region=All
1132,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,Westwood Studios,1.32,0,0,0,1.32,86.29,8.9,,http://www.vgchartz.com/game/6212/command-amp-conquer-red-alert-2/?region=All
1133,Dead Rising 2,X360,2010,Action,Capcom,Blue Castle Games,0.64,0.47,0.09,0.13,1.32,80.07,8.2,,http://www.vgchartz.com/game/31569/dead-rising-2/?region=All
1134,Gyromite,NES,1985,Puzzle,Nintendo,Nintendo R&D1,0.73,0.16,0.4,0.03,1.32,66,,,http://www.vgchartz.com/game/6285/gyromite/?region=All
1135,NFL 2K3,PS2,2002,Sports,Atari,Visual Concepts,1.06,0.08,0,0.18,1.32,88.05,,,http://www.vgchartz.com/game/5498/nfl-2k3/?region=All
1136,Fighting Force,PS,1997,Fighting,Eidos Interactive,Core Design Ltd.,0.73,0.5,0,0.09,1.32,71,,,http://www.vgchartz.com/game/745/fighting-force/?region=All
1137,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,Capcom,0.31,0.04,0.96,0.01,1.32,69.5,,,http://www.vgchartz.com/game/6341/mega-man-battle-network-4-red-sun-blue-moon/?region=All
1138,Madden NFL 97,PS,1996,Sports,Electronic Arts,EA Tiburon,0.73,0.5,0,0.09,1.32,74,,,http://www.vgchartz.com/game/1227/madden-nfl-97/?region=All
1139,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,Gremlin Interactive,0.73,0.5,0,0.09,1.31,61.6,,,http://www.vgchartz.com/game/44438/tnn-motor-sports-hardcore-4x4/?region=All
1140,Hello Kitty Party,DS,2007,Misc,Rising Star Games,Barnstorm Games,0.72,0.47,0,0.13,1.31,42,,,http://www.vgchartz.com/game/40603/hello-kitty-party/?region=All
1141,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,Namco Bandai,0.23,0.67,0.16,0.25,1.31,76,,,http://www.vgchartz.com/game/1902/ridge-racer-7/?region=All
1142,IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,Bethesda Softworks,0.64,0.5,0,0.17,1.31,49,,,http://www.vgchartz.com/game/1014/ihra-drag-racing-2/?region=All
1143,FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,EA Canada,0.22,0.72,0.02,0.36,1.31,83,8.6,,http://www.vgchartz.com/game/25801/fifa-soccer-09/?region=All
1144,Madagascar,PS2,2005,Platform,Activision,Toys for Bob,0.78,0.45,0,0.07,1.31,66.64,6.4,,http://www.vgchartz.com/game/5284/madagascar/?region=All
1145,Rugrats Studio Tour,PS,1999,Adventure,THQ,n-Space,0.57,0.67,0,0.07,1.31,69,,,http://www.vgchartz.com/game/6411/rugrats-studio-tour/?region=All
1146,Sonic Rivals 2,PSP,2007,Racing,Sega,Backbone Entertainment,0.44,0.55,0,0.32,1.31,71,6.4,,http://www.vgchartz.com/game/12773/sonic-rivals-2/?region=All
1147,Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,Acclaim Studios Austin,0.64,0.5,0,0.17,1.31,64.48,,,http://www.vgchartz.com/game/5950/turok-evolution/?region=All
1148,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,Terminal Reality,0.8,0.35,0.03,0.12,1.31,53.53,,,http://www.vgchartz.com/game/51740/kinect-star-wars/?region=All
1149,Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,Criterion Games,0.84,0.43,0,0.04,1.31,92.97,9.3,,http://www.vgchartz.com/game/4915/burnout-3-takedown/?region=All
1150,Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,Konami Digital Entertainment,Konami,0.94,0.35,0,0.02,1.3,73,,,http://www.vgchartz.com/game/15124/yu-gi-oh-the-sacred-cards/?region=All
1151,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,EA Bright Light,0.68,0.49,0,0.14,1.3,63,6.4,,http://www.vgchartz.com/game/34463/hasbro-family-game-night-2/?region=All
1152,NBA Live 07,PS2,2006,Sports,Electronic Arts,EA Canada,1.07,0.04,0.02,0.17,1.3,60.69,6.3,,http://www.vgchartz.com/game/3900/nba-live-07/?region=All
1153,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Adventure,Activision,Traveller's Tales,0.83,0.35,0,0.12,1.3,80,7.5,,http://www.vgchartz.com/game/34924/lego-indiana-jones-2-the-adventure-continues/?region=All
1154,Yoshi's Cookie,NES,1992,Puzzle,Nintendo,Jupiter Multimedia,0.53,0.12,0.63,0.02,1.3,72,,,http://www.vgchartz.com/game/4766/yoshis-cookie/?region=All
1155,Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,Capcom,0.23,0.01,1.03,0.03,1.3,87,7,,http://www.vgchartz.com/game/3836/monster-hunter-freedom/?region=All
1156,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,Blizzard Entertainment,0.56,0.55,0,0.18,1.3,90,,,http://www.vgchartz.com/game/65124/world-of-warcraft-mists-of-pandaria/?region=All
