rank,game_title,platform,year,genre,publisher,developer,critic_score,user_score,north_america,europe,japan,rest_of_world,global
204,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive  ,Traveller's Tales  ,6.9,,2.07,2.29,0.24,0.82,5.42
205,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,Rockstar San Diego,9.5,,2.36,2.02,0.17,0.83,5.37
206,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,Capcom Production Studio 1,7.7,9.7,0.44,0.49,4.13,0.31,5.35
207,Final Fantasy XIII,PS3,2010,Role-Playing,Square Enix  ,Square Enix  ,8,9.2,1.75,1.23,1.87,0.51,5.35
208,Dr. Mario,GB,1989,Puzzle,Nintendo,Nintendo R&D1,,,2.18,0.96,2,0.2,5.34
209,The Legend of Zelda: Ocarina of Time 3D,3DS,2011,Action-Adventure,Nintendo  ,GREZZO  ,9.5,,2.5,1.8,0.65,0.39,5.33
210,Just Dance 4,Wii,2012,Misc,Ubisoft,Ubisoft,,,3.03,1.78,0,0.51,5.32
211,Pokémon Pinball,GB,1999,Misc,Nintendo,Jupiter Corporation  ,,,3.02,1.12,1.01,0.16,5.31
212,Pokémon Pinball,GBC,1999,Misc,Nintendo  ,Jupiter Corporation  ,8.7,,3.02,1.12,1.01,0.16,5.31
213,Final Fantasy IX,PS,2000,Role-Playing,Square  ,SquareSoft  ,9.2,,1.62,0.77,2.78,0.14,5.3
214,Assassin's Creed II,X360,2009,Action,Ubisoft  ,Ubisoft Montreal  ,9.1,,3.14,1.55,0.08,0.52,5.3
215,Final Fantasy X-2,PS2,2003,Role-Playing,Square Enix  ,Square Enix  ,8.3,,1.92,1.08,2.11,0.17,5.29
216,Donkey Kong 64,N64,1999,Platform,Nintendo  ,Rare Ltd.  ,9.3,,3.33,0.79,1.09,0.06,5.27
217,Diablo III,PC,2012,Role-Playing,Blizzard Entertainment  ,Blizzard Entertainment  ,9,,2.5,2.23,,0.53,5.26
218,Tomb Raider II,PS,1997,Adventure,Eidos Interactive  ,Core Design Ltd.  ,7.6,,2.3,2.46,0.2,0.28,5.24
219,Madden NFL 2004,PS2,2003,Sports,EA Sports  ,EA Tiburon  ,9.5,,4.26,0.26,0.01,0.71,5.23
220,Madden NFL 2004,PS2,2003,Sports,Electronic Arts,EA Tiburon,9.5,,4.26,0.26,0.01,0.71,5.23
221,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision  ,Sledgehammer Games  ,8.3,,3.25,1.49,0.01,0.48,5.22
222,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,Level 5 / Armor Project,8.6,,0.65,0.75,3.61,0.2,5.21
223,Dragon Quest VIII: Journey of the Cursed King,PS2,2005,Role-Playing,Square Enix  ,Level 5 / Armor Project  ,8.6,,0.65,0.75,3.61,0.2,5.21
224,Professor Layton and the Curious Village,DS,2008,Adventure,Nintendo  ,Level 5  ,8.7,,1.21,2.44,1.03,0.51,5.2
225,Super Mario Advance 4: Super Mario Bros. 3,GBA,2003,Platform,Nintendo  ,Nintendo EAD  ,9.2,,2.93,1.25,0.83,0.2,5.2
226,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo  ,Nintendo R&D1  ,7.9,,2.49,0.98,1.57,0.15,5.19
227,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo  ,Rare Ltd.  ,9.3,,2.1,0.74,2.2,0.11,5.15
228,Battlefield 1,XOne,2016,Shooter,Electronic Arts  ,EA DICE  ,9.3,,3.37,1.26,0.02,0.48,5.13
229,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts  ,EA Los Angeles  ,5.9,,1.98,2.23,0.13,0.8,5.13
230,Kirby's Dream Land,GB,1992,Platform,Nintendo,HAL Laboratory,,,2.71,0.61,1.7,0.11,5.13
231,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft  ,Microsoft  ,7,,3.22,1.69,,0.2,5.12
232,Guitar Hero II,PS2,2006,Misc,RedOctane  ,Harmonix Music Systems  ,9.2,,3.81,0.63,,0.68,5.12
233,Resident Evil 5,PS3,2009,Action,Capcom  ,Capcom  ,8.6,8.8,1.96,1.42,1.08,0.64,5.1
234,Fable III,X360,2010,Role-Playing,Microsoft Game Studios  ,Lionhead Studios  ,7.8,,3.59,1.09,0.05,0.37,5.1
235,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega  ,Sega  ,7,,1.63,2.46,0.44,0.57,5.1
236,The Legend of Zelda: Phantom Hourglass,DS,2007,Adventure,Nintendo  ,Nintendo EAD  ,9.1,,1.85,1.8,0.95,0.48,5.09
237,FIFA Soccer 11,PS3,2010,Sports,EA Sports  ,EA Canada  ,8.7,,0.61,3.28,0.06,1.12,5.08
238,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Rockstar Games  ,Rockstar Leeds  ,8.4,,1.7,2.03,0.16,1.19,5.08
239,Super Smash Bros. for Wii U,WiiU,2014,Fighting,Nintendo  ,Bandai Namco Games  ,9.2,,2.68,1.15,0.85,0.39,5.07
240,Super Mario Bros. Deluxe,GB,1999,Platform,Nintendo  ,Nintendo EAD  ,9.7,,3.4,1.3,0.15,0.22,5.07
241,Final Fantasy XV,PS4,2016,Role-Playing,Square Enix  ,Square Enix  ,8.1,9,1.81,1.53,1.05,0.68,5.07
242,Professor Layton and the Curious Village,DS,2007,Adventure,Nintendo,Level 5,8.7,,1.18,2.34,1.03,0.51,5.06
243,Resident Evil,PS,1996,Action,Virgin Interactive,Capcom,8.6,,2.05,1.16,1.11,0.73,5.05
244,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,8.4,,2.94,1.62,0.02,0.45,5.03
245,Tony Hawk's Pro Skater,PS,1999,Sports,Activision  ,Neversoft Entertainment  ,9.6,,3.42,1.38,0.02,0.2,5.02
246,Warzone 2100,PS,1999,Strategy,Eidos Interactive,Pumpkin Studios,,,2.79,1.89,0,0.33,5.01
247,Super Mario 3D World,WiiU,2013,Platform,Nintendo  ,Nintendo EAD Tokyo  ,9.5,,2.31,1.54,0.79,0.37,5.01
248,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment  ,Insomniac Games  ,8.7,,3.36,1.36,0.07,0.21,5
249,Link's Crossbow Training,Wii,2007,Shooter,Nintendo  ,Nintendo EAD  ,6.9,,3.05,1.17,0.29,0.46,4.98
250,Guitar Hero III: Legends of Rock,PS2,2007,Misc,RedOctane  ,BudCat Creations  ,8.2,,3.49,0.01,0.01,1.48,4.98
251,Super Mario Party,NS,2018,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",7.3,,2.12,1.64,0.85,0.36,4.97
252,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment  ,Naughty Dog  ,8.7,8.6,2.32,1.73,0.12,0.8,4.97
253,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,9,8.6,3.41,0.99,0.09,0.46,4.96
254,Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,2008,Role-Playing,Nintendo  ,ChunSoft  ,6.4,,1.83,1.19,1.54,0.37,4.94
255,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,Square Enix,8,9.2,1.57,1.05,1.87,0.45,4.94
256,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Studios  ,343 Industries  ,8.6,,2.94,1.49,0.03,0.45,4.92
257,Madden NFL 06,PS2,2005,Sports,EA Sports  ,EA Tiburon  ,9.1,,3.98,0.26,0.01,0.66,4.91
258,Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,2007,Role-Playing,Nintendo,ChunSoft  ,,,1.81,1.16,1.54,0.37,4.89
259,Diddy Kong Racing,N64,1997,Racing,Nintendo  ,Rare Ltd.  ,8.3,,2.91,0.99,0.89,0.1,4.88
260,StarCraft II: Wings of Liberty,PC,2010,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,,2.6,1.7,,0.56,4.86
261,Dr. Mario,NES,1990,Puzzle,Nintendo,Nintendo R&D1,,,2.62,0.6,1.52,0.1,4.85
262,Assassin's Creed,PS3,2007,Action,Ubisoft  ,Ubisoft Montreal  ,8.2,8.5,1.91,2.01,0.09,0.82,4.83
263,God of War III,PS3,2010,Action,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,9.2,9.4,2.74,1.36,0.12,0.6,4.81
264,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment  ,Naughty Dog  ,9.2,,2.57,1.57,0.44,0.21,4.79
265,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts  ,Traveller's Tales  ,7.8,,2.83,1.49,,0.45,4.77
266,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive  ,Rocksteady Studios  ,9.5,,2.99,1.28,0.04,0.44,4.75
267,Driver 2,PS,2000,Action,Atari  ,Reflections Interactive  ,7,,2.36,2.1,0.02,0.25,4.73
268,Splatoon,WiiU,2015,Shooter,Nintendo  ,Nintendo EAD  ,8.4,,1.58,1.3,1.56,0.27,4.71
269,The Simpsons: Hit & Run,PS2,2003,Racing,VU Games  ,Radical Entertainment  ,7.7,,1.73,2.19,,0.79,4.7
270,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision  ,Neversoft Entertainment  ,9.3,,3.05,1.41,0.02,0.2,4.68
271,Monster Hunter: World,PS4,2018,Action,Capcom  ,Capcom  ,9.3,9,1.03,1.06,2.17,0.42,4.67
272,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts  ,Stormfront Studios  ,8.3,,1.94,1.95,0.08,0.7,4.67
273,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo  ,Nintendo EAD  ,7.1,8.8,1.84,1.13,1.32,0.36,4.65
274,Tomb Raider,PS,1996,Action,Eidos Interactive  ,Core Design Ltd.  ,8.9,,2.29,1.97,0.13,0.24,4.63
275,Nintendo Land,WiiU,2012,Party,Nintendo  ,Nintendo  ,7.5,,2.52,1.23,0.51,0.38,4.63
276,The Legend of Zelda: A Link to the Past,SNES,1991,Adventure,Nintendo,Nintendo EAD,10,,2.42,0.91,1.15,0.13,4.61
277,The Legend of Zelda: A Link to the Past,SNES,1992,Adventure,Nintendo  ,Nintendo EAD  ,10,,2.42,0.91,1.15,0.13,4.61
278,Forza Motorsport 4,X360,2011,Racing,Microsoft Studios  ,Turn 10 Studio  ,9.1,,2.08,1.98,0.06,0.49,4.6
279,The Legend of Zelda: The Wind Waker,GC,2002,Adventure,Nintendo,Nintendo EAD,9.6,,2.6,0.99,0.89,0.13,4.6
280,The Legend of Zelda: The Wind Waker,GC,2003,Adventure,Nintendo  ,Nintendo EAD  ,9.6,,2.6,0.99,0.89,0.13,4.6
281,Guitar Hero III: Legends of Rock,Wii,2007,Misc,RedOctane  ,Vicarious Visions  ,8.6,,3.04,1.12,0,0.44,4.6
282,FIFA 15,PS3,2014,Sports,EA Sports  ,EA Canada  ,6.9,,0.59,3.25,0.04,0.68,4.56
283,Overwatch,PS4,2016,Shooter,Blizzard Entertainment  ,Blizzard Entertainment  ,8.8,,1.84,1.8,0.17,0.73,4.54
284,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega  ,Sega  ,6.8,,1.87,1.97,0.22,0.48,4.54
285,Madden NFL 2005,PS2,2004,Sports,EA Sports  ,EA Tiburon  ,9.5,,4.18,0.26,0.01,0.08,4.53
286,Guitar Hero III: Legends of Rock,X360,2007,Misc,RedOctane  ,Neversoft  ,8.7,,3.19,0.91,0.01,0.42,4.53
287,Madden NFL 07,PS2,2006,Sports,Electronic Arts,EA Tiburon,8.5,,3.63,0.24,0.01,0.61,4.49
288,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,Ubisoft Montreal,9.1,,2.56,1.46,0.03,0.45,4.49
289,Spider-Man: The Movie,PS2,2002,Action,Activision  ,Treyarch  ,8.2,,2.71,1.51,0.03,0.23,4.48
290,FIFA Soccer 13,X360,2012,Action,Electronic Arts,EA Canada,,,0.91,3,0.01,0.56,4.48
291,Dragon Quest VII,PS,2001,Role-Playing,Enix Corporation,Heart Beat  ,8,3,0.2,0.14,4.1,0.02,4.47
292,Dragon Warrior VII,PS,2000,Role-Playing,Enix Corporation,Enix Corporation WO ,,,0.2,0.14,4.1,0.02,4.47
293,The Elder Scrolls IV: Oblivion,X360,2009,Role-Playing,Take-Two Interactive  ,Bethesda Softworks  ,9.2,,2.89,1.03,0.13,0.41,4.47
294,God of War,PS2,2005,Action,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,9.3,,2.71,1.29,0.02,0.43,4.45
295,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision  ,Neversoft Entertainment  ,9.1,,2.66,1.29,0.01,0.46,4.41
296,Winning Eleven: Pro Evolution Soccer 2007,PS2,2007,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,8.8,,0.1,2.39,1.05,0.86,4.39
297,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,8.8,,0.1,2.39,1.05,0.86,4.39
298,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,Nintendo EAD,,,2.19,0.5,1.61,0.08,4.38
299,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts  ,EA Canada  ,8.6,,2.03,1.79,0.08,0.47,4.37
300,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft  ,Ubisoft Montpellier  ,5.6,,2.64,1.33,0.01,0.39,4.37
301,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,Ubisoft Montreal,9.1,,1.66,1.84,0.11,0.75,4.36
302,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision  ,High Moon Studios  ,9.1,,2.81,1.13,0,0.41,4.34
303,Sonic the Hedgehog,GEN,1991,Platform,Sega,Sonic Team,,,3.03,0.91,0.26,0.13,4.34
304,Kingdom Hearts II,PS2,2006,Role-Playing,Square Enix  ,Square Enix  ,8.3,,2.2,0.58,1.38,0.17,4.33
305,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive  ,Rocksteady Studios  ,9,,2.26,1.33,0.07,0.63,4.28
306,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision  ,High Moon Studios  ,9.1,,1.59,1.81,0.2,0.67,4.27
307,Namco Museum,GBA,2001,Misc,Namco Bandai Games,Mass Media,,,3,1.11,0.05,0.07,4.24
308,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,KCEJ / Kojima Productions,9,,1.46,1.53,0.83,0.41,4.23
309,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft  ,Ubisoft Montreal  ,8.8,,1.41,2.03,0.1,0.69,4.23
310,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft  ,Ubisoft Montreal  ,7.9,,2.28,1.47,0.04,0.44,4.22
311,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,Blizzard Entertainment,9.3,,1.7,2.27,0,0.23,4.21
312,FIFA Soccer 06,PS2,2005,Sports,EA Sports  ,EA Canada  ,8.4,,0.78,2.55,0.04,0.84,4.21
313,Gran Turismo 5 Prologue,PS3,2008,Racing,Sony Computer Entertainment  ,Polyphony Digital  ,8.3,,1.28,1.83,0.57,0.52,4.2
314,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,7.5,,0.88,2.3,0.2,0.83,4.2
315,Street Fighter IV,PS3,2009,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.3,9,2.04,1.05,0.59,0.52,4.19
316,FIFA Soccer 12,X360,2011,Sports,EA Sports  ,EA Canada  ,9.2,,0.85,2.79,0.02,0.52,4.18
317,Assassin's Creed III,X360,2012,Action,Ubisoft,Ubisoft Montreal,8.8,,2.48,1.27,0.02,0.41,4.18
318,Call of Duty: Ghosts,PS4,2013,Shooter,Activision  ,Infinity Ward  ,7.5,,1.79,1.64,0.05,0.69,4.17
319,Teenage Mutant Ninja Turtles,NES,1989,Platform,Ultra Games  ,Konami  ,5.9,,3.38,0.44,0.31,0.04,4.17
320,Frogger,PS,1997,Action,Hasbro Interactive,Millenium Interactive,,,3.79,0.27,0,0.11,4.16
321,Excitebike,NES,1984,Racing,Nintendo,Nintendo R&D1,,,2.04,0.48,1.57,0.07,4.16
322,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts  ,EA DICE  ,6.9,,2.49,1.26,0.02,0.38,4.15
323,Nintendogs + cats,3DS,2011,Simulation,Nintendo  ,Nintendo EAD  ,7.2,,1.44,1.69,0.73,0.29,4.15
324,Madden NFL 2003,PS2,2002,Sports,EA Sports  ,EA Tiburon  ,9.4,,3.36,0.21,0.01,0.56,4.14
325,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,Insomniac Games,8.5,9.1,1.6,1.67,0.14,0.72,4.13
326,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo  ,Nintendo EAD  ,9,,1.65,0.61,1.76,0.09,4.12
327,Half-Life,PC,1998,Shooter,Sierra Entertainment  ,Valve Software  ,9.5,,4.03,0,0.09,,4.12
328,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,Polyphony Digital,8.3,,1.25,1.79,0.57,0.51,4.12
329,Half-Life,PC,1997,Shooter,Vivendi Games,Valve Software,9.5,,4.03,0,0.09,0,4.12
330,FIFA 07 Soccer,PS2,2006,Sports,EA Sports  ,Team Fusion  ,8.4,,0.71,2.48,0.03,0.89,4.11
331,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,Lionhead Studios,9,9.3,2.44,1.16,0.11,0.4,4.11
332,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive  ,Rocksteady Studios  ,8.1,,1.65,1.68,0.11,0.66,4.11
333,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,Capcom,9,,1.42,0.51,2.1,0.07,4.1
334,Street Fighter II Turbo,SNES,1993,Fighting,Capcom  ,Capcom  ,9,,1.42,0.51,2.1,0.07,4.1
335,The Sims 4,PC,2014,Simulation,Electronic Arts  ,Maxis  ,7,,1.2,2.6,,0.3,4.1
336,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.2,,2.67,1.03,0.04,0.34,4.08
337,Daxter,PSP,2006,Platform,Sony Computer Entertainment,Ready at Dawn,8.6,,2.36,0.98,0,0.72,4.07
338,God of War II,PS2,2007,Action,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,9.3,9.8,2.32,0.04,0.04,1.67,4.07
339,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,Square Enix,8.3,,2.2,0.58,1.12,0.17,4.07
340,Carnival Games,Wii,2007,Misc,Global Star Software  ,Cat Daddy Games  ,4.2,,2.12,1.47,0.05,0.42,4.06
341,World Soccer Winning Eleven 9,PS2,2006,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,8.9,,0.12,2.26,0.9,0.77,4.06
342,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,8.9,,0.12,2.26,0.9,0.77,4.06
343,Far Cry 4,PS4,2014,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.4,,1.18,2.14,0.11,0.63,4.06
344,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios  ,Turn 10 Studios  ,9.1,,2.35,1.27,0.03,0.41,4.05
345,Tekken Tag Tournament,PS2,2000,Fighting,Namco  ,Namco  ,8.7,,1.68,1.51,0.51,0.35,4.05
346,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,Namco,,,2.28,1.55,0.16,0.06,4.05
347,Star Fox 64,N64,1997,Shooter,Nintendo  ,Nintendo EAD  ,9,,2.78,0.58,0.64,0.04,4.03
348,Golf,NES,1984,Sports,Nintendo,Nintendo,,,1.22,0.28,2.46,0.04,4.01
349,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,8.8,,2.18,1.15,0.07,0.61,4
350,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,Blizzard Entertainment,9.2,,2.57,1.42,0,0,3.99
351,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,9.2,,1.18,2.25,,0.56,3.99
352,NBA 2K16,PS4,2015,Sports,2K Sports  ,Visual Concepts  ,8.7,,2.56,0.66,0.05,0.71,3.98
353,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,Digital Eclipse,,,2.08,1.35,0,0.54,3.98
354,Monster Hunter 4 Ultimate,3DS,2015,Role-Playing,Capcom  ,Capcom  ,8.8,,0.72,0.49,2.63,0.12,3.96
355,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,Bethesda Softworks,9.2,,2.49,0.96,0.13,0.37,3.95
356,Far Cry 5,PS4,2018,Action,Ubisoft  ,Ubisoft  ,7.9,,1.44,1.73,0.15,0.62,3.95
357,Battlefield 4,PS4,2013,Shooter,Electronic Arts  ,EA DICE  ,8.3,,1.4,1.74,0.19,0.62,3.94
358,Professor Layton and the Diabolical Box,DS,2007,Adventure,Nintendo,Level 5,8.5,,0.8,1.83,0.92,0.38,3.94
359,Assassin's Creed IV: Black Flag,PS3,2013,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.7,,1.34,1.86,0.13,0.62,3.94
360,Donkey Kong Land,GB,1994,Platform,Nintendo,Rare Ltd.,,,1.97,0.76,1.07,0.11,3.91
361,Tony Hawk's Underground,PS2,2003,Sports,Activision,Neversoft Entertainment,8.7,,2.29,1.17,0.01,0.42,3.9
362,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,Enix Corporation WO ,,,0.1,0,3.77,0,3.87
363,Tekken 5,PS2,2005,Fighting,Namco  ,Namco  ,9,,0.93,1.94,0.31,0.7,3.87
364,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,9.3,,0.16,1.89,1.12,0.68,3.85
365,EA Sports Active,Wii,2009,Sports,Electronic Arts,EA Vancouver,8.3,,2.05,1.32,0.06,0.4,3.84
366,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,Namco,,,2.12,1.44,0.22,0.06,3.84
367,The Legend of Zelda: Link's Awakening,GB,1992,Adventure,Nintendo,Nintendo EAD,,,2.21,0.96,0.54,0.13,3.83
368,RollerCoaster Tycoon,PC,1999,Strategy,Unknown,Atari,5.5,,3.82,0.01,0,0,3.83
369,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,Bandai Namco Games,6.1,,0.85,1.54,1.05,0.35,3.79
370,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo  ,AlphaDream Corporation  ,9.1,,2.23,0.47,0.81,0.27,3.77
371,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,Evolution Studios,8.2,,1.5,1.55,0.06,0.65,3.77
372,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,Capcom,8.3,,1.82,1.24,0.47,0.25,3.77
373,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,Maxis,7.3,,2.03,1.56,0,0.17,3.76
374,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts  ,Argonaut Games  ,8,,1.37,2,0.14,0.22,3.73
375,Super Paper Mario,Wii,2007,Platform,Nintendo  ,Intelligent Systems  ,8.5,,1.95,0.87,0.59,0.32,3.73
376,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,Capcom,9.4,,1.3,0.77,1.54,0.11,3.72
377,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,Nintendo EAD,7.1,,1.03,1.87,0.41,0.42,3.72
378,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,Insomniac Games,9.1,,1.93,1.58,0,0.19,3.71
379,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,EA Canada,8.4,,0.58,2.48,0.04,0.59,3.7
380,Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,Nintendo EAD,,,1.49,0.73,1.38,0.1,3.7
381,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,Neversoft Entertainment,9.6,,2.13,1.18,0.01,0.35,3.67
382,Tomodachi Collection,DS,2009,Misc,Nintendo,Nintendo SPD Group No.1,,,0,0,3.67,0,3.67
383,Banjo-Kazooie,N64,1998,Platform,Nintendo,Rare Ltd.,9.3,9.4,1.87,1.13,0.55,0.1,3.65
384,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,Zipper Interactive,8,,2.53,0.81,0.06,0.24,3.65
385,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,High Impact Games,8.5,,1.37,1.34,0.1,0.84,3.64
386,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,Naughty Dog,9,8.9,2.08,1.09,0.15,0.33,3.64
387,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,Konami,8.2,,0.05,2.33,0.64,0.6,3.63
388,Pokémon Snap,N64,1999,Simulation,Nintendo,HAL Laboratory  ,,,2.23,0.68,0.66,0.06,3.63
389,The Legend of Zelda: Skyward Sword,Wii,2011,Adventure,Nintendo,Nintendo EAD,9.4,,1.85,1.09,0.36,0.33,3.63
390,LEGO Indiana Jones: The Original Adventures,X360,2008,Adventure,Activision,Traveller's Tales,7.5,,2.31,0.97,0,0.35,3.62
391,Resident Evil 4,PS2,2005,Action,Capcom,Capcom Production Studio 4,9.6,9.3,2.08,0.83,0.46,0.25,3.62
392,MySims,DS,2007,Simulation,Electronic Arts,EA Redwood Shores,6.7,,1.57,1.57,0.08,0.4,3.62
393,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,Radical Entertainment,6.1,,2.02,1.17,0,0.42,3.61
394,Doom II,PC,1994,Shooter,GT Interactive,id Software,9.3,,2.05,1.4,0,0.16,3.61
395,Star Wars Battlefront,PS2,2004,Shooter,LucasArts,Pandemic Studios,8.1,,1.93,1.22,0.03,0.44,3.61
396,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,Certain Affinity / Valve Software,9,,2.41,0.79,0.05,0.35,3.6
397,Luigi's Mansion,GC,2001,Action,Nintendo,Nintendo EAD,7.9,,2.38,0.67,0.46,0.1,3.6
398,Star Wars Battlefront II,PS2,2005,Shooter,LucasArts,Pandemic Studios,8.5,,2.18,1.02,0.03,0.37,3.59
399,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,Rockstar Leeds,7.2,,1.62,1.19,0,0.77,3.58
400,WWF SmackDown!,PS,2000,Fighting,Unknown,Yuke's,,,2.01,1.35,0.06,0.16,3.58
401,Guitar Hero: World Tour,Wii,2008,Misc,Activision,Vicarious Visions,8.4,,2.3,0.93,0,0.34,3.57
402,The Legend of Zelda: A Link Between Worlds,3DS,2013,Adventure,Nintendo  ,Nintendo EAD  ,9.3,,1.53,1.31,0.47,0.26,3.57
403,Monster Hunter Generations,3DS,2016,Action,Capcom  ,Capcom  ,8.8,,0.42,0.26,2.82,0.07,3.56
404,Tomb Raider III: Adventures of Lara Croft,PS,1997,Adventure,Eidos Interactive,Core Design Ltd.,8.2,,1.66,1.58,0.12,0.18,3.54
405,The Getaway,PS2,2002,Action,Sony Computer Entertainment,Team Soho,7.7,,1.23,1.77,0.05,0.49,3.54
406,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,Rockstar Leeds,8.8,,1.56,1.4,0.07,0.5,3.54
