rank,game_title,platform,year,genre,publisher,developer,critic_score,user_score,north_america,europe,japan,rest_of_world,global
1795,World Championship Poker,PS2,2004,Misc,Play It,Coresoft,,,0.8,0.03,0,0.13,0.95
1796,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,Media.Vision,8.9,,0.26,0.17,0.46,0.06,0.95
1797,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,Heavy Iron Studios,5.8,,0.74,0.19,0,0.03,0.95
1798,WWE '13,X360,2012,Action,THQ,Unknown,,,0.53,0.33,0,0.1,0.95
1799,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Adventure,Ubisoft,Ubisoft Montreal,9.4,,0.36,0.45,0,0.14,0.95
1800,Wheel of Fortune,PS2,2002,Misc,Unknown,Artech Studios,,,0.47,0.36,0,0.12,0.95
1801,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,Namco Bandai Games,8.1,,0.64,0.02,0.22,0.06,0.94
1802,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Role-Playing,Capcom,Capcom,,,0.38,0,0.53,0.03,0.94
1803,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,Codemasters,,,0.01,0.71,0.01,0.21,0.94
1804,MVP Baseball 2005,XB,2005,Sports,Electronic Arts,EA Canada,,,0.7,0.2,0,0.03,0.94
1805,NCAA Football 13,X360,2012,Sports,Electronic Arts,EA Tiburon,7.5,,0.87,0,0,0.07,0.94
1806,Bulletstorm,X360,2011,Shooter,Electronic Arts,People Can Fly,8.5,,0.56,0.28,0.01,0.09,0.94
1807,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,Digital Eclipse,,,0.52,0.36,0,0.06,0.94
1808,Ben 10: Alien Force,DS,2008,Action,Koch Media,1st Playable Productions / OneNine Studios,,,0.64,0.21,0,0.09,0.94
1809,Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,8.1,,0.46,0.36,0,0.12,0.94
1810,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,Bandai Namco Games,7.6,,0.36,0.28,0.12,0.18,0.94
1811,MLB 2000,PS,1999,Sports,Sony Computer Entertainment,989 Sports,,,0.52,0.35,0,0.06,0.94
1812,Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,Clap Hanz,,,0.46,0.36,0,0.12,0.94
1813,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,Guerrilla Games,6.8,,0.79,0.03,0,0.13,0.94
1814,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,SCEA San Diego Studios,,,0.78,0.03,0,0.13,0.94
1815,Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,SCEE London Studio,5,,0.3,0.42,0,0.22,0.94
1816,SaGa Frontier 2,PS,1999,Role-Playing,Square,SquareSoft,7.4,,0.1,0.07,0.71,0.06,0.94
1817,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012,Action,Square Enix,Square Enix,,,0,0,0.94,0,0.94
1818,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,Rockstar London,7.7,,0.5,0.26,0,0.18,0.94
1819,Bully,PS2,2006,Action,Take-Two Interactive,Rockstar Vancouver,,,0.75,0.03,0.04,0.12,0.94
1820,The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,Heavy Iron Studios,6.6,,0.73,0.19,0,0.03,0.94
1821,Destroy All Humans!,PS2,2005,Adventure,THQ,Pandemic Studios,,,0.78,0.03,0,0.13,0.94
1822,Haze,PS3,2008,Shooter,Ubisoft,Free Radical Design,5.6,,0.47,0.3,0.02,0.14,0.94
1823,Prince of Persia: The Sands of Time,XB,2003,Adventure,Ubisoft,Ubisoft Montreal,9,9.1,0.57,0.33,0,0.04,0.94
1824,Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,Neversoft Entertainment,9.6,,0.59,0.3,0,0.04,0.93
1825,Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,Traveller's Tales,,,0.71,0.2,0,0.01,0.93
1826,SnoCross Championship Racing,PS,1999,Racing,Crave Entertainment,UDS,,,0.52,0.35,0,0.06,0.93
1827,NHL 2003,PS2,2002,Sports,Electronic Arts,EA Canada,,,0.46,0.36,0,0.12,0.93
1828,Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark,DS,2010,Role-Playing,Level 5,Level 5 BEN,,,0,0,0.93,0,0.93
1829,Monster Trucks / Quad Desert Fury Double Value!,GBA,2005,Racing,Majesco Entertainment,Skyworks Technologies,,,0.67,0.25,0,0.02,0.93
1830,Empire: Total War,PC,2009,Strategy,Sega,The Creative Assembly,8.9,,0,0.85,0,0.08,0.93
1831,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,SCE San Diego Studio,,,0.77,0.03,0,0.13,0.93
1832,Uncharted: Golden Abyss,PSV,2011,Action,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,7.9,,0.36,0.35,0.12,0.09,0.93
1833,Teenage Mutant Ninja Turtles,GBA,1989,Platform,Unknown,Konami,5.9,,0.67,0.25,0,0.02,0.93
1834,Space Jam,PS,1996,Sports,Acclaim Entertainment,Sculptured Software,,,0.51,0.35,0,0.06,0.92
1835,Tony Hawk: RIDE,Wii,2009,Sports,Activision,Buzz Monkey Software,4.3,,0.68,0.16,0,0.08,0.92
1836,Dishonored,PS3,2012,Shooter,Bethesda Softworks,Arkane Studios,,,0.44,0.31,0.03,0.14,0.92
1837,DiRT 2,PS3,2009,Racing,Codemasters,Codemasters,8.8,,0.26,0.48,0,0.18,0.92
1838,Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,Avalanche Software,,,0.44,0.34,0,0.14,0.92
1839,NHL 98,PS,1997,Sports,Electronic Arts,EA Canada,,,0.51,0.35,0,0.06,0.92
1840,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,EA Sports,,,0.63,0.27,0,0.02,0.92
1841,NCAA Football 10,X360,2009,Sports,Electronic Arts,EA Tiburon,8.1,,0.85,0,0,0.07,0.92
1842,007: The World is not Enough,PS,2000,Action,Electronic Arts,Eurocom Entertainment Software,7.4,,0.51,0.35,0,0.06,0.92
1843,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,Minds-Eye Productions,6,,0.45,0.35,0,0.12,0.92
1844,Teenage Mutant Ninja Turtles,PS2,2003,Platform,Konami Digital Entertainment,Konami,5.9,,0.45,0.35,0,0.12,0.92
1845,Sonic and the Black Knight,Wii,2009,Platform,Sega,Sonic Team,4.8,8.5,0.5,0.31,0.01,0.09,0.92
1846,Sonic Riders,GC,2006,Racing,Sega,Sonic Team,,,0.71,0.18,0,0.03,0.92
1847,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,Bluepoint Games,9,,0.45,0.22,0.13,0.11,0.92
1848,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,DreamFactory,7.7,,0.12,0.08,0.66,0.06,0.92
1849,WWE '13,PS3,2012,Action,THQ,Unknown,,,0.39,0.37,0,0.16,0.92
1850,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,Digital Integration,,,0.45,0.35,0,0.12,0.92
1851,My Weight Loss Coach,DS,2008,Sports,Ubisoft,Ubisoft Montreal,,,0.28,0.53,0,0.11,0.92
1852,Street Hoops,PS2,2002,Sports,Activision,Black Ops Entertainment,,,0.45,0.35,0,0.12,0.91
1853,Dragon's Dogma,PS3,2012,Adventure,Capcom,Capcom,,,0.19,0.16,0.5,0.07,0.91
1854,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,Codemasters,8.3,,0.02,0.8,0.02,0.07,0.91
1855,Tokyo Xtreme Racer 3,PS2,2003,Racing,Crave Entertainment,Genki,,,0.35,0.27,0.21,0.09,0.91
1856,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,Hyde,,,0.5,0.3,0.02,0.09,0.91
1857,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,Black Ops Entertainment,,,0.45,0.35,0,0.12,0.91
1858,Medal of Honor: Warfighter,PS3,2012,Shooter,Electronic Arts,Danger Close Games,,,0.32,0.38,0.05,0.15,0.91
1859,Brutal Legend,X360,2009,Action,Electronic Arts,Double Fine Productions,8.5,,0.58,0.24,0,0.09,0.91
1860,Glover,N64,1998,Platform,Hasbro Interactive,Interactive Studios Ltd.,,,0.72,0.17,0,0.01,0.91
1861,LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,Traveller's Tales,7.5,,0.5,0.32,0,0.09,0.91
1862,Sonic Free Riders,X360,2010,Racing,Sega,O-TWO inc.,4.9,,0.59,0.23,0,0.09,0.91
1863,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,Sega,6.8,,0.15,0.44,0.27,0.06,0.91
1864,Sonic Mega Collection Plus,XB,2004,Misc,Sega,Sonic Team,,,0.61,0.26,0,0.04,0.91
1865,Sonic & SEGA All-Stars Racing,DS,2010,Racing,Sega,Sumo Digital,7.9,,0.39,0.42,0,0.1,0.91
1866,Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,Rockstar San Diego,10,,0.44,0.35,0.02,0.09,0.91
1867,de Blob,Wii,2008,Platform,THQ,Blue Tongue,8.1,8,0.46,0.35,0,0.1,0.91
1868,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,Tantalus Interactive,5.7,,0.55,0.21,0,0.16,0.91
1869,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,Land Ho!,,,0.56,0.26,0,0.09,0.91
1870,Namco Museum,XB,2001,Misc,Unknown,Mass Media,,,0.77,0.11,0,0.04,0.91
1871,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.48,0.33,0,0.09,0.91
1872,LEGO Harry Potter: Years 5-7,Wii,2011,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.52,0.3,0,0.09,0.91
1873,3Xtreme,PS,1999,Action,989 Studios,Unknown,2.9,,0.5,0.34,0,0.06,0.9
1874,X-Men Legends,XB,2004,Role-Playing,Activision,Raven Software,8.6,,0.62,0.24,0,0.04,0.9
1875,Spider-Man 3,PS2,2007,Platform,Activision,Vicarious Visions,4.4,,0.74,0.03,0.01,0.12,0.9
1876,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,KID Corporation,,,0,0,0.9,0,0.9
1877,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,Atomic Planet Entertainment,,,0.83,0,0,0.07,0.9
1878,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,Capcom,8,,0.23,0.01,0.64,0.02,0.9
1879,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,Capcom,8.5,,0.42,0.28,0.14,0.07,0.9
1880,Burnout Revenge,PS2,2005,Racing,Electronic Arts,Criterion Games,9,,0.75,0.03,0,0.12,0.9
1881,FIFA Street,PS3,2012,Sports,Electronic Arts,EA Canada,,,0.06,0.63,0,0.21,0.9
1882,NBA Live 2005,XB,2004,Sports,Electronic Arts,EA Canada,,,0.81,0.05,0,0.04,0.9
1883,James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,EA Redwood Shores,,,0.65,0.22,0,0.03,0.9
1884,Madden NFL 99,N64,1998,Sports,Electronic Arts,EA Sports,,,0.84,0.05,0,0.01,0.9
1885,Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,EA Sports,,,0.44,0.35,0,0.12,0.9
1886,NCAA Football 11,X360,2010,Sports,Electronic Arts,EA Tiburon,8.5,,0.83,0,0,0.07,0.9
1887,Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,Electronic Arts,,,0.44,0.34,0,0.11,0.9
1888,Destruction Derby,PS,1995,Racing,Psygnosis,Reflections Interactive,,,0.5,0.34,0,0.06,0.9
1889,Sonic Generations,X360,2011,Platform,Sega,Sonic Team,7.3,,0.45,0.35,0,0.09,0.9
1890,Sonic Heroes,XB,2003,Platform,Sega,Sonic Team,6.6,,0.41,0.43,0.01,0.05,0.9
1891,Sonic Unleashed,PS3,2008,Platform,Sega,Sonic Team/Dimps Corporation,6.7,8.2,0.5,0.27,0.01,0.12,0.9
1892,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,989 Sports,,,0.44,0.35,0,0.12,0.9
1893,MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,Bigbig Studios,7.7,,0.13,0.5,0,0.26,0.9
1894,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,Clap Hanz,,,0.17,0.13,0.55,0.05,0.9
1895,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,Ubisoft Montreal,,,0.53,0.28,0,0.09,0.9
1896,Guitar Hero: Metallica,Wii,2009,Misc,Activision,BudCat Creations,8.9,,0.39,0.41,0,0.1,0.89
1897,Kung Fu Panda,Wii,2008,Platform,Activision,Luxoflux,7.5,,0.49,0.31,0,0.09,0.89
1898,Madagascar,GBA,2005,Platform,Activision,Toys for Bob,6.4,,0.62,0.24,0,0.03,0.89
1899,Band Hero,Wii,2009,Misc,Activision,Vicarious Visions,7.4,,0.54,0.26,0,0.09,0.89
1900,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,Vicarious Visions,,,0.66,0.13,0,0.1,0.89
1901,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,Codemasters,7.4,,0.35,0.43,0.02,0.1,0.89
1902,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,EA Sports,,,0.74,0.03,0,0.12,0.89
1903,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,KCEK,8.9,,0.6,0.22,0.05,0.02,0.89
1904,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,Intelligent Systems,8.4,,0.42,0.16,0.3,0.02,0.89
1905,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,Nintendo,,,0.46,0.17,0.24,0.02,0.89
1906,Pokémon Card GB2: GRdan Sanjou,GB,2001,Strategy,Nintendo,Nintendo EAD,,,0,0,0.89,0,0.89
1907,NFL 2K2,PS2,2001,Sports,Sega,Visual Concepts,,,0.44,0.34,0,0.11,0.89
1908,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,989 Sports,,,0.49,0.34,0,0.06,0.89
1909,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,Namco,8.5,,0.16,0.11,0.56,0.06,0.89
1910,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,SCEE London Studio,,,0,0.68,0,0.2,0.89
1911,NBA 2K10,X360,2009,Sports,Take-Two Interactive,Visual Concepts,8.4,,0.82,0.01,0,0.07,0.89
1912,Finding Nemo,GC,2003,Action,THQ,Vicarious Visions,7,,0.69,0.18,0,0.02,0.89
1913,James Cameron's Avatar: The Game,PS3,2009,Action,Ubisoft,Ubisoft Montreal,5.8,,0.3,0.42,0,0.16,0.89
1914,Blitz: The League,PS2,2005,Sports,Unknown,Midway Games,7.8,,0.74,0.03,0,0.12,0.89
1915,Skylanders Giants,X360,2012,Action,Activision,Toys for Bob,,,0.6,0.28,0,0,0.88
1916,LEGO Indiana Jones: The Original Adventures,PS3,2008,Adventure,Activision,Traveller's Tales,7.5,,0.39,0.35,0,0.15,0.88
1917,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,Treyarch,,,0.31,0.44,0,0.13,0.88
1918,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,Capcom,,,0.44,0.3,0.09,0.06,0.88
1919,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,Factor 5,,,0.49,0.33,0,0.06,0.88
1920,The Sims 2,DS,2005,Simulation,Electronic Arts,Maxis,6.2,,0.79,0.02,0,0.07,0.88
1921,ESPN NHL 2K5,PS2,2004,Sports,Global Star,Kush Games,,,0.43,0.33,0,0.11,0.88
1922,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,Alfa System,7.1,9.1,0.16,0.05,0.63,0.04,0.88
1923,Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,Relentless Software,,,0.32,0.44,0,0.11,0.88
1924,NBA 2K6,PS2,2005,Action,Take-Two Interactive,Unknown,,,0.43,0.34,0,0.11,0.88
1925,WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,Yuke's Media Creations,,,0.48,0.27,0.01,0.12,0.88
1926,WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,Yuke's Media Creations,,,0.56,0.24,0,0.08,0.88
1927,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,Ubisoft Shanghai,8,,0.55,0.24,0.01,0.08,0.88
1928,Tony Hawk's Project 8,PS2,2006,Sports,Activision,Shaba Games,6.6,,0.72,0.03,0,0.12,0.87
1929,We Ski & Snowboard,Wii,2008,Sports,Atari,Namco Bandai Games,,,0.36,0.28,0.15,0.08,0.87
1930,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,SquareSoft,9.3,,0.3,0.2,0.3,0.06,0.87
1931,Gex,PS,1995,Platform,Crystal Dynamics,Crystal Dynamics,,,0.49,0.33,0,0.06,0.87
1932,NHL 2000,PS,1998,Sports,Electronic Arts,EA Canada,,,0.48,0.33,0,0.06,0.87
1933,Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,EA Sports,,,0.72,0.03,0,0.12,0.87
1934,Triple Play 2002,PS2,2002,Sports,Electronic Arts,Pandemic Studios,,,0.43,0.33,0,0.11,0.87
1935,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,Infogrames,,,0.43,0.29,0.09,0.06,0.87
1936,Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,FASA Studio,,,0.65,0.19,0,0.03,0.87
1937,TouchMaster 2,DS,2008,Puzzle,Midway Games,Midway Studios San Diego,,,0.3,0.48,0,0.1,0.87
1938,Conflict: Desert Storm,XB,2002,Shooter,SCi,Pivotal Games,,,0.48,0.37,0,0.02,0.87
1939,Yakuza 4,PS3,2011,Adventure,Sega,Sega,7.7,,0.12,0.09,0.63,0.04,0.87
1940,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,SCEA,,,0.48,0.33,0,0.06,0.87
1941,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,SCEE London Studio,,,0.1,0.59,0,0.18,0.87
1942,Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,Jupiter Corporation,7.2,,0.73,0.03,0,0.12,0.87
1943,Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,Runecraft,,,0.49,0.33,0,0.06,0.87
1944,Warriors Orochi,PS2,2007,Action,Tecmo Koei,Omega Force,,,0.11,0.09,0.64,0.03,0.87
1945,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,Gearbox Software,6,,0.41,0.32,0,0.14,0.87
1946,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,Red Storm Entertainment,,,0.61,0.24,0,0.03,0.87
1947,Rocksmith,X360,2011,Misc,Ubisoft,Ubisoft,8,,0.67,0.12,0.01,0.07,0.87
1948,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Adventure,Activision,Traveller's Tales,7.5,,0.54,0.23,0,0.08,0.86
1949,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,Codemasters,7.4,,0.22,0.43,0.05,0.16,0.86
1950,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,EA Canada,,,0.27,0.5,0,0.09,0.86
1951,Madden Football 64,N64,1997,Sports,Electronic Arts,EA Tiburon,,,0.81,0.04,0,0.01,0.86
1952,Madden NFL 08,Wii,2007,Sports,Electronic Arts,EA Tiburon,,,0.8,0,0,0.07,0.86
1953,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,EA Vancouver,7.9,,0.26,0.48,0.02,0.1,0.86
1954,Ford Racing,PS,2001,Racing,Empire Interactive,2K Games,,,0.48,0.33,0,0.06,0.86
1955,Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,Konami,7.4,,0.32,0.25,0.12,0.17,0.86
1956,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,8.8,,0.01,0.72,0.12,0.01,0.86
1957,Plants vs. Zombies,DS,2011,Strategy,Mastertronic,PopCap Games,9,,0.72,0.07,0,0.07,0.86
1958,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,,0.28,0.3,0.21,0.07,0.86
1959,Kirby: Mass Attack,DS,2011,Platform,Nintendo,HAL Laboratory,8.4,,0.37,0.05,0.4,0.04,0.86
1960,Rocky,PS2,2002,Fighting,Rage Software,Rage Software,,,0.42,0.33,0,0.11,0.86
1961,MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,SCE San Diego Studio,,,0.8,0,0,0.06,0.86
1962,MLB 99,PS,1998,Sports,Sony Computer Entertainment,Sony Interactive Studios America,,,0.48,0.32,0,0.06,0.86
1963,Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,Omega Force,,,0.17,0.13,0.51,0.04,0.86
1964,Just Dance 4,X360,2012,Misc,Ubisoft,Ubisoft,,,0.67,0.12,0,0.07,0.86
1965,Army Men: Air Attack,PS,1999,Action,3DO,3DO,,,0.47,0.32,0,0.06,0.85
1966,Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,Criterion Games,,,0.42,0.32,0,0.11,0.85
1967,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,Vicarious Visions,7.4,,0.65,0.13,0,0.07,0.85
1968,Brutal Legend,PS3,2009,Action,Electronic Arts,Double Fine Productions,8.5,,0.5,0.23,0,0.12,0.85
1969,FIFA Soccer 08,DS,2007,Sports,Electronic Arts,EA Canada,,,0.1,0.65,0,0.11,0.85
1970,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,EA Redwood Shores,,,0.64,0.18,0,0.03,0.85
1971,Dante's Inferno,X360,2010,Action,Electronic Arts,Visceral Games,7.3,8.3,0.57,0.19,0.02,0.07,0.85
1972,Rampage World Tour,PS,1997,Action,GT Interactive,Game Refuge,,,0.47,0.32,0,0.06,0.85
1973,Peppa Pig: The Game,DS,2008,Misc,Pinnacle,Asylum Entertainment,,,0,0.79,0,0.06,0.85
1974,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,BioWare Corp.,7.3,,0.49,0.27,0.01,0.08,0.85
1975,Samba De Amigo,Wii,2008,Misc,Sega,Gearbox Software,6.7,,0.4,0.35,0.01,0.09,0.85
1976,Bayonetta,X360,2009,Action,Sega,PlatinumGames,8.6,7.2,0.47,0.22,0.09,0.08,0.85
1977,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,Level 5,6.3,7.9,0.28,0.14,0.36,0.07,0.85
1978,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,Sony Interactive Studios America,,,0.47,0.32,0,0.06,0.85
1979,Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,High Voltage Software,,,0.7,0.08,0,0.07,0.85
1980,Ratatouille,PS2,2007,Platform,THQ,Helixe,7,,0.31,0.42,0,0.11,0.85
1981,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,Ubisoft Montreal,,,0.78,0,0.01,0.07,0.85
1982,Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,Arika,,,0.32,0.25,0.2,0.08,0.85
1983,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,Capcom,8.2,,0.14,0.09,0.57,0.06,0.85
1984,ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,Climax Entertainment,,,0.41,0.32,0,0.11,0.84
1985,Spider-Man 2,GC,2004,Action,Activision,Treyarch,7.9,,0.65,0.17,0,0.02,0.84
1986,Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,Vicarious Visions,7.3,,0.43,0.32,0,0.09,0.84
1987,Q*bert,PS,1999,Puzzle,Atari,Artech Digital Entertainment,,,0.46,0.32,0,0.05,0.84
1988,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,Bethesda Game Studios,9,8.6,0,0.78,0,0.06,0.84
1989,Lost Planet 2,PS3,2010,Shooter,Capcom,Capcom,6.6,,0.24,0.28,0.2,0.11,0.84
1990,Super Street Fighter IV,X360,2010,Fighting,Capcom,Capcom / Dimps Corporation,9.3,,0.51,0.19,0.07,0.07,0.84
1991,GRID,X360,2008,Racing,Codemasters,Codemasters,8.6,,0.32,0.41,0.01,0.09,0.84
1992,F1 2009,Wii,2009,Racing,Codemasters,Sumo Digital,6.8,,0.15,0.59,0,0.11,0.84
1993,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,1st Playable Productions,,,0.09,0.61,0,0.13,0.84
1994,Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,"Black Lantern Studios, Inc.",,,0.57,0.19,0,0.08,0.84
1995,Fight Night Champion,PS3,2011,Fighting,Electronic Arts,EA Canada,8.4,,0.34,0.36,0,0.15,0.84
1996,Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,Eutechnyx,,,0.41,0.32,0,0.11,0.84
1997,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,9.3,0.42,0.23,0.11,0.08,0.84
1998,PilotWings Resort,3DS,2011,Simulation,Nintendo,Monster Games,6.9,,0.34,0.31,0.13,0.06,0.84
1999,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,Nintendo R&D1,8.9,,0.6,0.22,0,0.01,0.84
2000,Sonic Unleashed,X360,2008,Platform,Sega,Sonic Team/Dimps Corporation,6.7,8.2,0.45,0.3,0,0.09,0.84
2001,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,Visual Concepts,,,0.41,0.32,0,0.11,0.84
2002,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,Level 5,8.3,,0.24,0.16,0.39,0.05,0.84
2003,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,High Horse Entertainment,6.8,,0.45,0.07,0.27,0.05,0.84
2004,Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,Rockstar North,9.5,,0,0.81,0,0.03,0.84
2005,NBA 2K8,X360,2007,Sports,Take-Two Interactive,Visual Concepts,,,0.77,0,0,0.06,0.84
2006,Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,Darkblack,,,0.47,0.32,0,0.05,0.84
2007,The Incredibles,GC,2004,Action,THQ,Heavy Iron Studios,5.9,,0.65,0.17,0,0.02,0.84
2008,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,Ubisoft,,,0.45,0.3,0,0.09,0.84
2009,DiRT,X360,2007,Racing,Codemasters,Codemasters,8.3,,0.37,0.38,0,0.09,0.83
2010,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,Artificial Mind and Movement,,,0.6,0.22,0,0.01,0.83
2011,Medal of Honor: Warfighter,X360,2012,Shooter,Electronic Arts,Danger Close Games,,,0.42,0.32,0.01,0.09,0.83
2012,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,EA Montreal,7.1,,0.52,0.22,0,0.08,0.83
2013,FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,EA Sports,,,0.27,0.21,0.28,0.07,0.83
